gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
1563885137,e9493ed6-55ba-43e8-bcda-fef47ba441e3,aodn_nt_sattag_oliveridley_location_data.fid-7d3b6a56_15c8b7b9257_-4fb2,Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Lepidochelys,Lepidochelys olivacea,,SPECIES,"Lepidochelys olivacea (Eschscholtz, 1829)",Lepidochelys olivacea,,AU,Graham Island,,present,1,5fa89f68-9af0-4a0d-8998-ea39695c1db9,-11.785,135.957,200.0,,,,0.0,0.0,2005-06-02T10:07:24Z,2,6,2005,2442153,2442153,MACHINE_OBSERVATION,IMOS,aodn_nt_sattag_oliveridley_location_data,aodn_nt_sattag_oliveridley_location_data.fid-7d3b6a56_15c8b7b9257_-4fb2,,,,CC_BY_4_0,,,,,2020-02-10T11:20:58.645Z,,COORDINATE_PRECISION_INVALID
1563885136,e9493ed6-55ba-43e8-bcda-fef47ba441e3,aodn_nt_sattag_oliveridley_location_data.fid-7d3b6a56_15c8b7b9257_-4fb3,Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Lepidochelys,Lepidochelys olivacea,,SPECIES,"Lepidochelys olivacea (Eschscholtz, 1829)",Lepidochelys olivacea,,AU,Graham Island,,present,1,5fa89f68-9af0-4a0d-8998-ea39695c1db9,-11.804,135.947,200.0,,,,0.0,0.0,2005-06-02T00:06:58Z,2,6,2005,2442153,2442153,MACHINE_OBSERVATION,IMOS,aodn_nt_sattag_oliveridley_location_data,aodn_nt_sattag_oliveridley_location_data.fid-7d3b6a56_15c8b7b9257_-4fb3,,,,CC_BY_4_0,,,,,2020-02-10T11:20:58.645Z,,COORDINATE_PRECISION_INVALID
1563885135,e9493ed6-55ba-43e8-bcda-fef47ba441e3,aodn_nt_sattag_oliveridley_location_data.fid-7d3b6a56_15c8b7b9257_-4fcd,Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Lepidochelys,Lepidochelys olivacea,,SPECIES,"Lepidochelys olivacea (Eschscholtz, 1829)",Lepidochelys olivacea,,AU,Graham Island,,present,1,5fa89f68-9af0-4a0d-8998-ea39695c1db9,-11.819,135.957,200.0,,,,0.0,0.0,2005-05-30T21:56:15Z,30,5,2005,2442153,2442153,MACHINE_OBSERVATION,IMOS,aodn_nt_sattag_oliveridley_location_data,aodn_nt_sattag_oliveridley_location_data.fid-7d3b6a56_15c8b7b9257_-4fcd,,,,CC_BY_4_0,,,,,2020-02-10T11:20:58.644Z,,COORDINATE_PRECISION_INVALID
1563885134,e9493ed6-55ba-43e8-bcda-fef47ba441e3,aodn_nt_sattag_oliveridley_location_data.fid-7d3b6a56_15c8b7b9257_-4fbc,Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Lepidochelys,Lepidochelys olivacea,,SPECIES,"Lepidochelys olivacea (Eschscholtz, 1829)",Lepidochelys olivacea,,AU,Graham Island,,present,1,5fa89f68-9af0-4a0d-8998-ea39695c1db9,-11.752,135.962,200.0,,,,0.0,0.0,2005-05-31T19:30:52Z,31,5,2005,2442153,2442153,MACHINE_OBSERVATION,IMOS,aodn_nt_sattag_oliveridley_location_data,aodn_nt_sattag_oliveridley_location_data.fid-7d3b6a56_15c8b7b9257_-4fbc,,,,CC_BY_4_0,,,,,2020-02-10T11:20:58.644Z,,COORDINATE_PRECISION_INVALID
1563885133,e9493ed6-55ba-43e8-bcda-fef47ba441e3,aodn_nt_sattag_oliveridley_location_data.fid-7d3b6a56_15c8b7b9257_-4fae,Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Lepidochelys,Lepidochelys olivacea,,SPECIES,"Lepidochelys olivacea (Eschscholtz, 1829)",Lepidochelys olivacea,,AU,Graham Island,,present,1,5fa89f68-9af0-4a0d-8998-ea39695c1db9,-11.688,135.919,200.0,,,,0.0,0.0,2005-06-02T19:45:41Z,2,6,2005,2442153,2442153,MACHINE_OBSERVATION,IMOS,aodn_nt_sattag_oliveridley_location_data,aodn_nt_sattag_oliveridley_location_data.fid-7d3b6a56_15c8b7b9257_-4fae,,,,CC_BY_4_0,,,,,2020-02-10T11:20:58.644Z,,COORDINATE_PRECISION_INVALID
1563885132,e9493ed6-55ba-43e8-bcda-fef47ba441e3,aodn_nt_sattag_oliveridley_location_data.fid-7d3b6a56_15c8b7b9257_-4fcc,Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Lepidochelys,Lepidochelys olivacea,,SPECIES,"Lepidochelys olivacea (Eschscholtz, 1829)",Lepidochelys olivacea,,AU,Graham Island,,present,1,5fa89f68-9af0-4a0d-8998-ea39695c1db9,-11.781,135.956,200.0,,,,0.0,0.0,2005-05-30T23:36:02Z,30,5,2005,2442153,2442153,MACHINE_OBSERVATION,IMOS,aodn_nt_sattag_oliveridley_location_data,aodn_nt_sattag_oliveridley_location_data.fid-7d3b6a56_15c8b7b9257_-4fcc,,,,CC_BY_4_0,,,,,2020-02-10T11:20:58.643Z,,COORDINATE_PRECISION_INVALID
1563885131,e9493ed6-55ba-43e8-bcda-fef47ba441e3,aodn_nt_sattag_oliveridley_location_data.fid-7d3b6a56_15c8b7b9257_-4fa5,Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Lepidochelys,Lepidochelys olivacea,,SPECIES,"Lepidochelys olivacea (Eschscholtz, 1829)",Lepidochelys olivacea,,AU,Graham Island,,present,1,5fa89f68-9af0-4a0d-8998-ea39695c1db9,-11.865,136.0,200.0,,,,0.0,0.0,2005-06-03T08:49:33Z,3,6,2005,2442153,2442153,MACHINE_OBSERVATION,IMOS,aodn_nt_sattag_oliveridley_location_data,aodn_nt_sattag_oliveridley_location_data.fid-7d3b6a56_15c8b7b9257_-4fa5,,,,CC_BY_4_0,,,,,2020-02-10T11:20:58.644Z,,COORDINATE_PRECISION_INVALID
1563885130,e9493ed6-55ba-43e8-bcda-fef47ba441e3,aodn_nt_sattag_oliveridley_location_data.fid-7d3b6a56_15c8b7b9257_-4f96,Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Lepidochelys,Lepidochelys olivacea,,SPECIES,"Lepidochelys olivacea (Eschscholtz, 1829)",Lepidochelys olivacea,,AU,Graham Island,,present,1,5fa89f68-9af0-4a0d-8998-ea39695c1db9,-11.752,135.903,200.0,,,,0.0,0.0,2005-06-05T16:57:26Z,5,6,2005,2442153,2442153,MACHINE_OBSERVATION,IMOS,aodn_nt_sattag_oliveridley_location_data,aodn_nt_sattag_oliveridley_location_data.fid-7d3b6a56_15c8b7b9257_-4f96,,,,CC_BY_4_0,,,,,2020-02-10T11:20:58.644Z,,COORDINATE_PRECISION_INVALID
1563885129,e9493ed6-55ba-43e8-bcda-fef47ba441e3,aodn_nt_sattag_oliveridley_location_data.fid-7d3b6a56_15c8b7b9257_-4fa6,Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Lepidochelys,Lepidochelys olivacea,,SPECIES,"Lepidochelys olivacea (Eschscholtz, 1829)",Lepidochelys olivacea,,AU,Graham Island,,present,1,5fa89f68-9af0-4a0d-8998-ea39695c1db9,-11.856,136.001,200.0,,,,0.0,0.0,2005-06-03T08:20:55Z,3,6,2005,2442153,2442153,MACHINE_OBSERVATION,IMOS,aodn_nt_sattag_oliveridley_location_data,aodn_nt_sattag_oliveridley_location_data.fid-7d3b6a56_15c8b7b9257_-4fa6,,,,CC_BY_4_0,,,,,2020-02-10T11:20:58.644Z,,COORDINATE_PRECISION_INVALID
1563885128,e9493ed6-55ba-43e8-bcda-fef47ba441e3,aodn_nt_sattag_oliveridley_location_data.fid-7d3b6a56_15c8b7b9257_-4fb7,Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Lepidochelys,Lepidochelys olivacea,,SPECIES,"Lepidochelys olivacea (Eschscholtz, 1829)",Lepidochelys olivacea,,AU,Graham Island,,present,1,5fa89f68-9af0-4a0d-8998-ea39695c1db9,-11.857,135.948,200.0,,,,0.0,0.0,2005-06-01T12:59:22Z,1,6,2005,2442153,2442153,MACHINE_OBSERVATION,IMOS,aodn_nt_sattag_oliveridley_location_data,aodn_nt_sattag_oliveridley_location_data.fid-7d3b6a56_15c8b7b9257_-4fb7,,,,CC_BY_4_0,,,,,2020-02-10T11:20:58.644Z,,COORDINATE_PRECISION_INVALID
1563885127,e9493ed6-55ba-43e8-bcda-fef47ba441e3,aodn_nt_sattag_oliveridley_location_data.fid-7d3b6a56_15c8b7b9257_-4fa4,Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Lepidochelys,Lepidochelys olivacea,,SPECIES,"Lepidochelys olivacea (Eschscholtz, 1829)",Lepidochelys olivacea,,AU,Graham Island,,present,1,5fa89f68-9af0-4a0d-8998-ea39695c1db9,-11.862,135.959,200.0,,,,0.0,0.0,2005-06-03T13:56:01Z,3,6,2005,2442153,2442153,MACHINE_OBSERVATION,IMOS,aodn_nt_sattag_oliveridley_location_data,aodn_nt_sattag_oliveridley_location_data.fid-7d3b6a56_15c8b7b9257_-4fa4,,,,CC_BY_4_0,,,,,2020-02-10T11:20:58.644Z,,COORDINATE_PRECISION_INVALID
1563885126,e9493ed6-55ba-43e8-bcda-fef47ba441e3,aodn_nt_sattag_oliveridley_location_data.fid-7d3b6a56_15c8b7b9257_-4fa3,Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Lepidochelys,Lepidochelys olivacea,,SPECIES,"Lepidochelys olivacea (Eschscholtz, 1829)",Lepidochelys olivacea,,AU,Graham Island,,present,1,5fa89f68-9af0-4a0d-8998-ea39695c1db9,-11.876,135.935,200.0,,,,0.0,0.0,2005-06-03T19:25:42Z,3,6,2005,2442153,2442153,MACHINE_OBSERVATION,IMOS,aodn_nt_sattag_oliveridley_location_data,aodn_nt_sattag_oliveridley_location_data.fid-7d3b6a56_15c8b7b9257_-4fa3,,,,CC_BY_4_0,,,,,2020-02-10T11:20:58.644Z,,COORDINATE_PRECISION_INVALID
1563885125,e9493ed6-55ba-43e8-bcda-fef47ba441e3,aodn_nt_sattag_oliveridley_location_data.fid-7d3b6a56_15c8b7b9257_-4f88,Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Lepidochelys,Lepidochelys olivacea,,SPECIES,"Lepidochelys olivacea (Eschscholtz, 1829)",Lepidochelys olivacea,,AU,Graham Island,,present,1,5fa89f68-9af0-4a0d-8998-ea39695c1db9,-11.931,135.974,200.0,,,,0.0,0.0,2005-06-07T21:48:00Z,7,6,2005,2442153,2442153,MACHINE_OBSERVATION,IMOS,aodn_nt_sattag_oliveridley_location_data,aodn_nt_sattag_oliveridley_location_data.fid-7d3b6a56_15c8b7b9257_-4f88,,,,CC_BY_4_0,,,,,2020-02-10T11:20:58.644Z,,COORDINATE_PRECISION_INVALID
1563885124,e9493ed6-55ba-43e8-bcda-fef47ba441e3,aodn_nt_sattag_oliveridley_location_data.fid-7d3b6a56_15c8b7b9257_-4f95,Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Lepidochelys,Lepidochelys olivacea,,SPECIES,"Lepidochelys olivacea (Eschscholtz, 1829)",Lepidochelys olivacea,,AU,Graham Island,,present,1,5fa89f68-9af0-4a0d-8998-ea39695c1db9,-11.777,135.95,200.0,,,,0.0,0.0,2005-06-05T18:36:16Z,5,6,2005,2442153,2442153,MACHINE_OBSERVATION,IMOS,aodn_nt_sattag_oliveridley_location_data,aodn_nt_sattag_oliveridley_location_data.fid-7d3b6a56_15c8b7b9257_-4f95,,,,CC_BY_4_0,,,,,2020-02-10T11:20:58.600Z,,COORDINATE_PRECISION_INVALID
1563885123,e9493ed6-55ba-43e8-bcda-fef47ba441e3,aodn_nt_sattag_oliveridley_location_data.fid-7d3b6a56_15c8b7b9257_-4f99,Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Lepidochelys,Lepidochelys olivacea,,SPECIES,"Lepidochelys olivacea (Eschscholtz, 1829)",Lepidochelys olivacea,,AU,Graham Island,,present,1,5fa89f68-9af0-4a0d-8998-ea39695c1db9,-11.748,135.928,200.0,,,,0.0,0.0,2005-06-05T02:20:20Z,5,6,2005,2442153,2442153,MACHINE_OBSERVATION,IMOS,aodn_nt_sattag_oliveridley_location_data,aodn_nt_sattag_oliveridley_location_data.fid-7d3b6a56_15c8b7b9257_-4f99,,,,CC_BY_4_0,,,,,2020-02-10T11:20:58.599Z,,COORDINATE_PRECISION_INVALID
1563885122,e9493ed6-55ba-43e8-bcda-fef47ba441e3,aodn_nt_sattag_oliveridley_location_data.fid-7d3b6a56_15c8b7b9257_-4fa9,Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Lepidochelys,Lepidochelys olivacea,,SPECIES,"Lepidochelys olivacea (Eschscholtz, 1829)",Lepidochelys olivacea,,AU,Graham Island,,present,1,5fa89f68-9af0-4a0d-8998-ea39695c1db9,-11.756,136.017,200.0,,,,0.0,0.0,2005-06-03T04:31:34Z,3,6,2005,2442153,2442153,MACHINE_OBSERVATION,IMOS,aodn_nt_sattag_oliveridley_location_data,aodn_nt_sattag_oliveridley_location_data.fid-7d3b6a56_15c8b7b9257_-4fa9,,,,CC_BY_4_0,,,,,2020-02-10T11:20:58.599Z,,COORDINATE_PRECISION_INVALID
1563885121,e9493ed6-55ba-43e8-bcda-fef47ba441e3,aodn_nt_sattag_oliveridley_location_data.fid-7d3b6a56_15c8b7b9257_-4f83,Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Lepidochelys,Lepidochelys olivacea,,SPECIES,"Lepidochelys olivacea (Eschscholtz, 1829)",Lepidochelys olivacea,,AU,Graham Island,,present,1,5fa89f68-9af0-4a0d-8998-ea39695c1db9,-11.703,136.976,200.0,,,,0.0,0.0,2005-06-09T16:16:00Z,9,6,2005,2442153,2442153,MACHINE_OBSERVATION,IMOS,aodn_nt_sattag_oliveridley_location_data,aodn_nt_sattag_oliveridley_location_data.fid-7d3b6a56_15c8b7b9257_-4f83,,,,CC_BY_4_0,,,,,2020-02-10T11:20:58.599Z,,COORDINATE_PRECISION_INVALID
1563885120,e9493ed6-55ba-43e8-bcda-fef47ba441e3,aodn_nt_sattag_oliveridley_location_data.fid-7d3b6a56_15c8b7b9257_-4f97,Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Lepidochelys,Lepidochelys olivacea,,SPECIES,"Lepidochelys olivacea (Eschscholtz, 1829)",Lepidochelys olivacea,,AU,Graham Island,,present,1,5fa89f68-9af0-4a0d-8998-ea39695c1db9,-11.77,135.916,200.0,,,,0.0,0.0,2005-06-05T13:11:59Z,5,6,2005,2442153,2442153,MACHINE_OBSERVATION,IMOS,aodn_nt_sattag_oliveridley_location_data,aodn_nt_sattag_oliveridley_location_data.fid-7d3b6a56_15c8b7b9257_-4f97,,,,CC_BY_4_0,,,,,2020-02-10T11:20:58.600Z,,COORDINATE_PRECISION_INVALID
1563885119,e9493ed6-55ba-43e8-bcda-fef47ba441e3,aodn_nt_sattag_oliveridley_location_data.fid-7d3b6a56_15c8b7b9257_-4fbb,Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Lepidochelys,Lepidochelys olivacea,,SPECIES,"Lepidochelys olivacea (Eschscholtz, 1829)",Lepidochelys olivacea,,AU,Graham Island,,present,1,5fa89f68-9af0-4a0d-8998-ea39695c1db9,-11.81,136.014,200.0,,,,0.0,0.0,2005-05-31T21:06:07Z,31,5,2005,2442153,2442153,MACHINE_OBSERVATION,IMOS,aodn_nt_sattag_oliveridley_location_data,aodn_nt_sattag_oliveridley_location_data.fid-7d3b6a56_15c8b7b9257_-4fbb,,,,CC_BY_4_0,,,,,2020-02-10T11:20:58.600Z,,COORDINATE_PRECISION_INVALID
1563885118,e9493ed6-55ba-43e8-bcda-fef47ba441e3,aodn_nt_sattag_oliveridley_location_data.fid-7d3b6a56_15c8b7b9257_-4fb6,Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Lepidochelys,Lepidochelys olivacea,,SPECIES,"Lepidochelys olivacea (Eschscholtz, 1829)",Lepidochelys olivacea,,AU,Graham Island,,present,1,5fa89f68-9af0-4a0d-8998-ea39695c1db9,-11.856,135.945,200.0,,,,0.0,0.0,2005-06-01T20:17:57Z,1,6,2005,2442153,2442153,MACHINE_OBSERVATION,IMOS,aodn_nt_sattag_oliveridley_location_data,aodn_nt_sattag_oliveridley_location_data.fid-7d3b6a56_15c8b7b9257_-4fb6,,,,CC_BY_4_0,,,,,2020-02-10T11:20:58.600Z,,COORDINATE_PRECISION_INVALID
1563885117,e9493ed6-55ba-43e8-bcda-fef47ba441e3,aodn_nt_sattag_oliveridley_location_data.fid-7d3b6a56_15c8b7b9257_-4f7f,Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Lepidochelys,Lepidochelys olivacea,,SPECIES,"Lepidochelys olivacea (Eschscholtz, 1829)",Lepidochelys olivacea,,AU,Graham Island,,present,1,5fa89f68-9af0-4a0d-8998-ea39695c1db9,-11.884,136.841,200.0,,,,0.0,0.0,2005-06-09T20:13:28Z,9,6,2005,2442153,2442153,MACHINE_OBSERVATION,IMOS,aodn_nt_sattag_oliveridley_location_data,aodn_nt_sattag_oliveridley_location_data.fid-7d3b6a56_15c8b7b9257_-4f7f,,,,CC_BY_4_0,,,,,2020-02-10T11:20:58.600Z,,COORDINATE_PRECISION_INVALID
1563885116,e9493ed6-55ba-43e8-bcda-fef47ba441e3,aodn_nt_sattag_oliveridley_location_data.fid-7d3b6a56_15c8b7b9257_-4fb0,Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Lepidochelys,Lepidochelys olivacea,,SPECIES,"Lepidochelys olivacea (Eschscholtz, 1829)",Lepidochelys olivacea,,AU,Graham Island,,present,1,5fa89f68-9af0-4a0d-8998-ea39695c1db9,-11.76,135.962,200.0,,,,0.0,0.0,2005-06-02T12:41:29Z,2,6,2005,2442153,2442153,MACHINE_OBSERVATION,IMOS,aodn_nt_sattag_oliveridley_location_data,aodn_nt_sattag_oliveridley_location_data.fid-7d3b6a56_15c8b7b9257_-4fb0,,,,CC_BY_4_0,,,,,2020-02-10T11:20:58.600Z,,COORDINATE_PRECISION_INVALID
1563885115,e9493ed6-55ba-43e8-bcda-fef47ba441e3,aodn_nt_sattag_oliveridley_location_data.fid-7d3b6a56_15c8b7b9257_-4f9c,Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Lepidochelys,Lepidochelys olivacea,,SPECIES,"Lepidochelys olivacea (Eschscholtz, 1829)",Lepidochelys olivacea,,AU,Graham Island,,present,1,5fa89f68-9af0-4a0d-8998-ea39695c1db9,-11.77,135.94,200.0,,,,0.0,0.0,2005-06-04T22:33:54Z,4,6,2005,2442153,2442153,MACHINE_OBSERVATION,IMOS,aodn_nt_sattag_oliveridley_location_data,aodn_nt_sattag_oliveridley_location_data.fid-7d3b6a56_15c8b7b9257_-4f9c,,,,CC_BY_4_0,,,,,2020-02-10T11:20:58.600Z,,COORDINATE_PRECISION_INVALID
1563885114,e9493ed6-55ba-43e8-bcda-fef47ba441e3,aodn_nt_sattag_oliveridley_location_data.fid-7d3b6a56_15c8b7b9257_-4fac,Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Lepidochelys,Lepidochelys olivacea,,SPECIES,"Lepidochelys olivacea (Eschscholtz, 1829)",Lepidochelys olivacea,,AU,Graham Island,,present,1,5fa89f68-9af0-4a0d-8998-ea39695c1db9,-11.736,135.984,200.0,,,,0.0,0.0,2005-06-02T20:26:03Z,2,6,2005,2442153,2442153,MACHINE_OBSERVATION,IMOS,aodn_nt_sattag_oliveridley_location_data,aodn_nt_sattag_oliveridley_location_data.fid-7d3b6a56_15c8b7b9257_-4fac,,,,CC_BY_4_0,,,,,2020-02-10T11:20:58.600Z,,COORDINATE_PRECISION_INVALID
1563885113,e9493ed6-55ba-43e8-bcda-fef47ba441e3,aodn_nt_sattag_oliveridley_location_data.fid-7d3b6a56_15c8b7b9257_-4f8b,Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Lepidochelys,Lepidochelys olivacea,,SPECIES,"Lepidochelys olivacea (Eschscholtz, 1829)",Lepidochelys olivacea,,AU,Graham Island,,present,1,5fa89f68-9af0-4a0d-8998-ea39695c1db9,-11.845,135.967,200.0,,,,0.0,0.0,2005-06-07T10:38:48Z,7,6,2005,2442153,2442153,MACHINE_OBSERVATION,IMOS,aodn_nt_sattag_oliveridley_location_data,aodn_nt_sattag_oliveridley_location_data.fid-7d3b6a56_15c8b7b9257_-4f8b,,,,CC_BY_4_0,,,,,2020-02-10T11:20:58.598Z,,COORDINATE_PRECISION_INVALID
1563885112,e9493ed6-55ba-43e8-bcda-fef47ba441e3,aodn_nt_sattag_oliveridley_location_data.fid-7d3b6a56_15c8b7b9257_-4faf,Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Lepidochelys,Lepidochelys olivacea,,SPECIES,"Lepidochelys olivacea (Eschscholtz, 1829)",Lepidochelys olivacea,,AU,Graham Island,,present,1,5fa89f68-9af0-4a0d-8998-ea39695c1db9,-11.737,135.956,200.0,,,,0.0,0.0,2005-06-02T17:33:24Z,2,6,2005,2442153,2442153,MACHINE_OBSERVATION,IMOS,aodn_nt_sattag_oliveridley_location_data,aodn_nt_sattag_oliveridley_location_data.fid-7d3b6a56_15c8b7b9257_-4faf,,,,CC_BY_4_0,,,,,2020-02-10T11:20:58.598Z,,COORDINATE_PRECISION_INVALID
1563885111,e9493ed6-55ba-43e8-bcda-fef47ba441e3,aodn_nt_sattag_oliveridley_location_data.fid-7d3b6a56_15c8b7b9257_-4f93,Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Lepidochelys,Lepidochelys olivacea,,SPECIES,"Lepidochelys olivacea (Eschscholtz, 1829)",Lepidochelys olivacea,,AU,Graham Island,,present,1,5fa89f68-9af0-4a0d-8998-ea39695c1db9,-11.69,136.051,200.0,,,,0.0,0.0,2005-06-06T07:04:09Z,6,6,2005,2442153,2442153,MACHINE_OBSERVATION,IMOS,aodn_nt_sattag_oliveridley_location_data,aodn_nt_sattag_oliveridley_location_data.fid-7d3b6a56_15c8b7b9257_-4f93,,,,CC_BY_4_0,,,,,2020-02-10T11:20:58.598Z,,COORDINATE_PRECISION_INVALID
1563885110,e9493ed6-55ba-43e8-bcda-fef47ba441e3,aodn_nt_sattag_oliveridley_location_data.fid-7d3b6a56_15c8b7b9257_-4fa2,Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Lepidochelys,Lepidochelys olivacea,,SPECIES,"Lepidochelys olivacea (Eschscholtz, 1829)",Lepidochelys olivacea,,AU,Graham Island,,present,1,5fa89f68-9af0-4a0d-8998-ea39695c1db9,-11.881,135.932,200.0,,,,0.0,0.0,2005-06-03T21:39:59Z,3,6,2005,2442153,2442153,MACHINE_OBSERVATION,IMOS,aodn_nt_sattag_oliveridley_location_data,aodn_nt_sattag_oliveridley_location_data.fid-7d3b6a56_15c8b7b9257_-4fa2,,,,CC_BY_4_0,,,,,2020-02-10T11:20:58.597Z,,COORDINATE_PRECISION_INVALID
1563885109,e9493ed6-55ba-43e8-bcda-fef47ba441e3,aodn_nt_sattag_oliveridley_location_data.fid-7d3b6a56_15c8b7b9257_-4fb8,Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Lepidochelys,Lepidochelys olivacea,,SPECIES,"Lepidochelys olivacea (Eschscholtz, 1829)",Lepidochelys olivacea,,AU,Graham Island,,present,1,5fa89f68-9af0-4a0d-8998-ea39695c1db9,-11.782,136.25,200.0,,,,0.0,0.0,2005-06-01T09:06:39Z,1,6,2005,2442153,2442153,MACHINE_OBSERVATION,IMOS,aodn_nt_sattag_oliveridley_location_data,aodn_nt_sattag_oliveridley_location_data.fid-7d3b6a56_15c8b7b9257_-4fb8,,,,CC_BY_4_0,,,,,2020-02-10T11:20:58.598Z,,COORDINATE_PRECISION_INVALID
1563885108,e9493ed6-55ba-43e8-bcda-fef47ba441e3,aodn_nt_sattag_oliveridley_location_data.fid-7d3b6a56_15c8b7b9257_-4fa8,Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Lepidochelys,Lepidochelys olivacea,,SPECIES,"Lepidochelys olivacea (Eschscholtz, 1829)",Lepidochelys olivacea,,AU,Graham Island,,present,1,5fa89f68-9af0-4a0d-8998-ea39695c1db9,-11.845,136.007,200.0,,,,0.0,0.0,2005-06-03T06:40:46Z,3,6,2005,2442153,2442153,MACHINE_OBSERVATION,IMOS,aodn_nt_sattag_oliveridley_location_data,aodn_nt_sattag_oliveridley_location_data.fid-7d3b6a56_15c8b7b9257_-4fa8,,,,CC_BY_4_0,,,,,2020-02-10T11:20:58.598Z,,COORDINATE_PRECISION_INVALID
1563885107,e9493ed6-55ba-43e8-bcda-fef47ba441e3,aodn_nt_sattag_oliveridley_location_data.fid-7d3b6a56_15c8b7b9257_-4f80,Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Lepidochelys,Lepidochelys olivacea,,SPECIES,"Lepidochelys olivacea (Eschscholtz, 1829)",Lepidochelys olivacea,,AU,Graham Island,,present,1,5fa89f68-9af0-4a0d-8998-ea39695c1db9,-11.861,136.816,200.0,,,,0.0,0.0,2005-06-09T19:15:00Z,9,6,2005,2442153,2442153,MACHINE_OBSERVATION,IMOS,aodn_nt_sattag_oliveridley_location_data,aodn_nt_sattag_oliveridley_location_data.fid-7d3b6a56_15c8b7b9257_-4f80,,,,CC_BY_4_0,,,,,2020-02-10T11:20:58.598Z,,COORDINATE_PRECISION_INVALID
1563885106,e9493ed6-55ba-43e8-bcda-fef47ba441e3,aodn_nt_sattag_oliveridley_location_data.fid-7d3b6a56_15c8b7b9257_-4f7c,Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Lepidochelys,Lepidochelys olivacea,,SPECIES,"Lepidochelys olivacea (Eschscholtz, 1829)",Lepidochelys olivacea,,AU,Graham Island,,present,1,5fa89f68-9af0-4a0d-8998-ea39695c1db9,-11.938,136.911,200.0,,,,0.0,0.0,2005-06-10T02:05:53Z,10,6,2005,2442153,2442153,MACHINE_OBSERVATION,IMOS,aodn_nt_sattag_oliveridley_location_data,aodn_nt_sattag_oliveridley_location_data.fid-7d3b6a56_15c8b7b9257_-4f7c,,,,CC_BY_4_0,,,,,2020-02-10T11:20:58.599Z,,COORDINATE_PRECISION_INVALID
1563885105,e9493ed6-55ba-43e8-bcda-fef47ba441e3,aodn_nt_sattag_oliveridley_location_data.fid-7d3b6a56_15c8b7b9257_-4f89,Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Lepidochelys,Lepidochelys olivacea,,SPECIES,"Lepidochelys olivacea (Eschscholtz, 1829)",Lepidochelys olivacea,,AU,Graham Island,,present,1,5fa89f68-9af0-4a0d-8998-ea39695c1db9,-11.835,136.021,200.0,,,,0.0,0.0,2005-06-07T19:25:23Z,7,6,2005,2442153,2442153,MACHINE_OBSERVATION,IMOS,aodn_nt_sattag_oliveridley_location_data,aodn_nt_sattag_oliveridley_location_data.fid-7d3b6a56_15c8b7b9257_-4f89,,,,CC_BY_4_0,,,,,2020-02-10T11:20:58.599Z,,COORDINATE_PRECISION_INVALID
